,Unnamed: 0.1,Unnamed: 0,name,birth_date,birth_place,death_date,death_place,occupation,awards,alma_mater,education,spouse,children,occupation_cluster,birth_year,death_year,life_span,life_span_cluster,edu_award_cluster,bio_cluster
1135,0.2132941166310613,0.2132941166310613,1.5647866579987844,0.7011415861278566,0.15835342438367775,0.7414498674748182,-0.9369767665685657,-0.5130847304504031,0.39123403912572613,-0.2792884772547764,0.17165133463845836,0.6081004122482829,-0.40817061741362265,-0.6285477351915405,1825.0,1905.0,80.0,2.0,-0.573777572327484,-0.8675731069971382
1136,0.21500732238713408,0.21500732238713408,-0.14308073756953982,0.6963331384528684,1.5495232827430268,0.7279674453696982,-0.6900472101004471,-0.5130847304504031,0.39123403912572613,-0.2792884772547764,0.17165133463845836,0.4726361468812994,-0.40817061741362265,-0.6285477351915405,1824.0,1904.0,80.0,2.0,-0.573777572327484,-0.8675731069971382
1137,0.21672052814320686,0.21672052814320686,0.7195665693756851,0.8069274349775993,-1.2585788387601036,0.8425680332632183,-0.6900472101004471,-0.5130847304504031,0.39123403912572613,-0.2792884772547764,0.17165133463845836,0.4726361468812994,-0.40817061741362265,-0.6285477351915405,1863.0,1935.0,72.0,2.0,-0.573777572327484,-0.8675731069971382
1138,0.21843373389927964,0.21843373389927964,-0.631042850589061,1.4320256327260787,-1.0833944862259632,1.752631525358819,-0.6900472101004471,-0.5130847304504031,0.39123403912572613,-0.2792884772547764,0.17165133463845836,0.4726361468812994,-0.40817061741362265,-0.6285477351915405,1882.0,1963.0,81.0,2.0,-0.573777572327484,-0.8675731069971382
1139,0.22014693965535242,0.22014693965535242,0.2838861113225412,-0.6836913442687745,0.27686048639206673,0.04036391800857766,1.7380934285027192,-0.5130847304504031,0.39123403912572613,-0.2792884772547764,0.17165133463845836,0.4726361468812994,-0.40817061741362265,-0.6285477351915405,1887.0,1985.0,98.0,2.0,-0.573777572327484,-0.8675731069971382
1140,0.2218601454114252,0.2218601454114252,-0.15615115131113413,-0.8664123559183301,0.2201831958663155,0.3369772043212179,-0.6900472101004471,-0.5130847304504031,0.39123403912572613,-0.2792884772547764,0.17165133463845836,0.4726361468812994,-0.40817061741362265,-0.6285477351915405,1901.0,1985.0,84.0,2.0,-0.573777572327484,-0.8675731069971382
1141,0.223573351167498,0.223573351167498,0.9156227754995998,1.1819863536266868,0.8900057202615576,-0.21580210198870253,0.08160765386242348,-0.5130847304504031,-3.0669123554899262,-0.2792884772547764,0.17165133463845836,0.276965541351212,-0.40817061741362265,-0.6285477351915405,1925.0,2008.0,83.0,2.0,1.2721703214611757,0.10108112952865611
1142,0.22528655692357077,0.22528655692357077,-0.7225357467802211,-0.47692809424427757,0.39021506744356926,-0.12816635830542247,-0.7723570622564866,-0.5130847304504031,-0.44906321564069407,-0.2792884772547764,-1.5331814129591788,0.4726361468812994,-0.40817061741362265,-0.6285477351915405,1936.0,2024.0,88.0,2.0,1.2721703214611757,0.10108112952865611
1143,0.22699976267964353,0.22699976267964353,-0.16922156505272845,-0.1884212337449794,-1.0524796004846444,-0.842734729876783,-0.6900472101004471,-0.5130847304504031,0.39123403912572613,-0.2792884772547764,0.17165133463845836,0.4726361468812994,-0.40817061741362265,-0.6285477351915405,1930.0,1860.5845620121424,60.20071047957372,2.378330373001776,-0.573777572327484,-0.8675731069971382
1144,0.2287129684357163,0.2287129684357163,0.937406798402257,1.6099381967006459,-1.274036281630763,2.0222799674612193,-0.7723570622564866,-0.5130847304504031,0.39123403912572613,0.23066393470942628,1.460671216968379,1.0295447933900097,-0.11282712255504988,-0.6285477351915405,1923.0,1997.0,74.0,2.0,1.2721703214611757,0.10108112952865611
1145,0.2304261741917891,0.2304261741917891,-1.1407889865112393,-0.49616188494423075,1.3022041968124758,-0.1483899914631025,-0.7723570622564866,-0.5130847304504031,0.39123403912572613,-0.2792884772547764,0.17165133463845836,0.4726361468812994,-0.40817061741362265,-0.6285477351915405,1929.0,2022.0,93.0,2.0,-0.573777572327484,-0.8675731069971382
1146,0.23213937994786188,0.23213937994786188,-1.0580096994811419,0.326082667478769,-0.8412278812522989,-0.842734729876783,-0.6900472101004471,-0.5130847304504031,-0.6429779667406372,-0.2792884772547764,2.624947239717985,0.4726361468812994,-0.40817061741362265,-0.6285477351915405,1937.0,1860.5845620121424,60.20071047957372,2.378330373001776,1.2721703214611757,0.10108112952865611
1147,0.23385258570393466,0.23385258570393466,-1.2671363193466512,-0.9721982047680727,1.6422679399669833,-0.842734729876783,-0.6900472101004471,-0.5130847304504031,-0.6106588415573133,-0.2792884772547764,0.17165133463845836,0.4726361468812994,-0.40817061741362265,-0.6285477351915405,1931.0,1860.5845620121424,60.20071047957372,2.378330373001776,1.2721703214611757,0.10108112952865611
1148,0.23556579146000745,0.23556579146000745,1.6127115083846302,0.43186851632851164,0.4005200293573422,-0.842734729876783,-0.6900472101004471,-0.5130847304504031,-2.0650194748068866,-0.2792884772547764,0.17165133463845836,0.4726361468812994,-0.40817061741362265,-0.6285477351915405,1929.0,1860.5845620121424,60.20071047957372,2.378330373001776,-0.573777572327484,-0.8675731069971382
1149,0.23727899721608023,0.23727899721608023,1.1988150732341434,0.09046873140434217,1.4258637397777512,-0.842734729876783,-0.6900472101004471,-0.5130847304504031,-3.810252234706375,-0.2792884772547764,-0.7847182554772894,0.4726361468812994,-0.40817061741362265,-0.6285477351915405,1962.0,1860.5845620121424,60.20071047957372,2.378330373001776,2.195144268355506,0.10108112952865611
1150,0.238992202972153,0.238992202972153,-0.1300103238279455,0.018342016279517624,1.693792749535848,-0.842734729876783,-0.6900472101004471,-0.5130847304504031,0.39123403912572613,-0.2792884772547764,0.17165133463845836,0.8037710177783703,-0.40817061741362265,-0.6285477351915405,1955.0,1860.5845620121424,60.20071047957372,2.378330373001776,-0.573777572327484,-0.8675731069971382
1151,0.2407054087282258,0.2407054087282258,-1.0928641361253935,-1.1068347396677451,-0.8051605145540935,-0.842734729876783,-0.6900472101004471,-0.5130847304504031,0.39123403912572613,-0.2792884772547764,0.17165133463845836,0.4726361468812994,-0.40817061741362265,-0.6285477351915405,1965.0,1860.5845620121424,60.20071047957372,2.378330373001776,-0.573777572327484,-0.8675731069971382
